type,start,end
read,0,43.01075268817204
write,71.01075268817203,77.0713587487781
read,77.0713587487781,79.8882601572288
write,107.8882601572288,113.94886621783486
read,113.94886621783486,156.9596189060069
write,184.9596189060069,191.02022496661297
